id_n,t,v_sig
0,232.2,-40.61250668962866
0,232.23,-40.592776370085645
0,232.26,-40.556349591562935
0,232.29,-40.50351216918758
0,232.32,-40.434545883361515
0,232.35,-40.349728537479024
0,232.38,-40.24933401498356
0,232.41,-40.13363233575207
0,232.44,-40.00288971179683
0,232.47,-39.8573686022773
0,232.5,-39.69732776781526
0,232.53,-39.52302232410892
0,232.56,-39.33470379484218
0,232.59,-39.13262016388719
0,232.62,-38.917015926799195
0,232.65,-38.68813214160382
0,232.68,-38.44620647887651
0,232.71,-38.19147327111927
0,232.74,-37.92416356143292
0,232.77,-37.64450515149155
0,232.8,-37.35272264882159
0,232.83,-37.04903751339042
0,232.86,-36.73366810350945
0,232.89,-36.40682972105716
0,232.92,-36.068734656027836
0,232.95,-35.71959223041259
0,232.98,-35.3596088414188
0,233.01,-34.988988004034915
0,233.04,-34.60793039294816
0,233.07,-34.21663388382158
0,233.1,-33.81529359393872
0,233.13,-33.40410192222304
0,233.16,-32.98324858864032
0,233.19,-32.55292067299131
0,233.22,-32.11330265310301
0,233.25,-31.664576442426917
0,233.28,-31.20692142705157
0,233.31,-30.740514502137838
0,233.34,-30.26553010778603
0,233.37,-29.782140264340875
0,233.4,-29.2905146071455
0,233.43,-28.7908204207478
0,233.46,-28.283222672575437
0,233.49,-27.767884046077683
0,233.52,-27.244964973349404
0,233.55,-26.714623667242556
0,233.58,-26.17701615297292
0,233.61,-25.632296299231083
0,233.64,-25.080615848804143
0,233.67,-24.52212444871722
0,233.7,-23.956969679901587
0,233.73,-23.385297086397074
0,233.76,-22.807250204096974
0,233.79,-22.222970589041914
0,233.82,-21.632597845270617
0,233.85,-21.036269652235042
0,233.88,-20.434121791786197
0,233.91,-19.826288174738703
0,233.94,-19.212900867020267
0,233.97,-18.594090115413586
0,234.0,-17.96998437289703
0,234.03,-17.340710323590958
0,234.06,-16.706392907316335
0,234.09,-16.067155343771965
0,234.12,-15.423119156337195
0,234.15,-14.774404195505808
0,234.18,-14.121128661955495
0,234.21,-13.463409129266623
0,234.24,-12.801360566284625
0,234.27,-12.135096359141295
0,234.3,-11.46472833293668
0,234.33,-10.790366773088579
0,234.36,-10.112120446354567
0,234.39,-9.430096621532325
0,234.42,-8.744401089844068
0,234.45,-8.055138185009469
0,234.48,-7.362410803014264
0,234.51,-6.666320421576987
0,234.54,-5.966967119321387
0,234.57,-5.264449594657961
0,234.6,-4.5588651843804895
0,234.63,-3.8503098819814063
0,234.66,-3.1388783556918876
0,234.69,-2.424663966250451
0,234.72,-1.7077587844047115
0,234.75,-0.9882536081514237
0,234.78,-0.26623797971867535
0,234.81,0.0
0,234.84,0.0
0,234.87,0.0
0,234.9,0.0
0,234.93,0.0
0,234.96,0.0
0,234.99,0.0
0,235.02,0.0
0,235.05,0.0
0,235.08,0.0
0,235.11,0.0
0,235.14,0.0
0,235.17,0.0
0,235.2,0.0
0,235.23,0.0
0,235.26,0.0
0,235.29,0.0
0,235.32,0.0
0,235.35,0.0
0,235.38,0.0
0,235.41,71.65137617687938
0,235.44,123.32020971722861
0,235.47,141.4198639803341
0,235.5,150.80230220852565
0,235.53,155.90760997375034
0,235.56,158.4681589279393
0,235.59,159.35767709906682
0,235.62,159.08262085918503
0,235.65,157.96376421474275
0,235.68,156.21719121808806
0,235.71,153.99521483546428
0,235.74,151.40898680368676
0,235.77,148.54186719018213
0,235.8,145.45776242657823
0,235.83,142.20655385533811
0,235.86,138.82775965522399
0,235.89,135.35307972704356
0,235.92,131.80820970557136
0,235.95,128.2141625695411
0,235.98,124.58825000581486
0,236.01,120.94482340457517
0,236.04,117.29584169759306
0,236.07,113.65131227620861
0,236.1,110.01963742585605
0,236.13,106.40788943631374
0,236.16,102.82203118694662
0,236.19,99.26709456912654
0,236.22,95.7473259626306
0,236.25,92.26630572039392
0,236.28,88.82704696683486
0,236.31,85.43207779801087
0,236.34,82.08351006362462
0,236.37,78.78309722593968
0,236.4,75.53228326904744
0,236.43,72.33224423107796
0,236.46,69.18392362139025
0,236.49,66.08806274205179
0,236.52,63.04522674212052
0,236.55,60.05582708191499
0,236.58,57.12014096384518
0,236.61,54.238328189574915
0,236.64,51.41044582515719
0,236.67,48.63646099237996
0,236.7,45.91626205283997
0,236.73,43.24966840885889
0,236.76,40.63643911043759
0,236.79,38.076280428550255
0,236.82,35.568852531081845
0,236.85,33.113775377691596
0,236.88,30.7106339331206
0,236.91,28.35898278437487
0,236.94,26.05835023533333
0,236.97,23.808241942277284
0,237.0,21.60814414530361
0,237.03,19.457526543317634
0,237.06,17.355844854094222
0,237.09,15.302543095584497
0,237.12,13.297055620077963
0,237.15,11.338808928905964
0,237.18,9.427223291964715
0,237.21,7.56171419344539
0,237.24,5.741693622544785
0,237.27,3.9665712257869745
0,237.3,2.235755335620959
0,237.33,0.5486538882884862
0,237.36,-1.095324757510041
0,237.39,-2.696771090919059
0,237.42,-4.256273799091625
0,237.45,-5.774419189104374
0,237.48,-7.251790674386404
0,237.51,-8.688968319200963
0,237.54,-10.0865284353992
0,237.57,-11.445043226271778
0,237.6,-12.765080472859157
0,237.63,-14.047203258557218
0,237.66,-15.291969728279442
0,237.69,-16.49993287881133
0,237.72,-17.671640377330068
0,237.75,-18.80763440536184
0,237.78,-19.90845152571704
0,237.81,-20.9746225701825
0,237.84,-22.00667254596652
0,237.87,-23.005120559082105
0,237.9,-23.97047975302915
0,237.93,-24.903257261294655
0,237.96,-25.80395417231317
0,237.99,-26.673065505686687
0,238.02,-27.511080198543368
0,238.05,-28.31848110103856
0,238.08,-29.095744980084802
0,238.11,-29.843342530484264
0,238.14,-30.561738392711014
0,238.17,-31.25139117665947
0,238.2,-31.9127534907374
0,238.23,-32.54627197573798
0,238.26,-33.15238734297582
0,238.29,-33.73153441621911
0,238.32,-34.28414217699084
0,238.35,-34.810633812851286
0,238.38,-35.31142676830819
0,238.41,-35.78693279803253
0,238.44,-36.2375580220871
0,238.47,-36.66370298290062
0,238.5,-37.06576270374464
0,238.53,-37.44412674849238
0,238.56,-37.79917928245725
0,238.59,-38.13129913412919
0,238.62,-38.440859857641115
0,238.65,-38.72822979581473
0,238.68,-38.99377214364925
0,238.71,-39.237845012124154
0,238.74,-39.46080149220823
0,238.77,-39.6629897189681
0,238.8,-39.84475293568451
0,238.83,-40.006429557892396
0,238.86,-40.14835323726816
0,238.89,-40.270852925296005
0,238.92,-40.374252936651075
0,238.95,-40.458873012244
0,238.98,-40.52502838187691
0,239.01,-40.57302982646609
0,239.04,-40.603183739791696
0,239.07,-40.6157921897385
0,239.1,-40.61115297899668
0,239.13,-40.589559705194375
0,239.16,-40.55130182043782
0,239.19,-40.496664690237495
0,239.22,-40.42592965180171
0,239.25,-40.33937407168167
0,239.28,-40.237271402754416
0,239.31,-40.11989124053185
0,239.34,-39.987499378786715
0,239.37,-39.84035786448745
0,239.4,-39.67872505203618
0,239.43,-39.50285565680418
0,239.46,-39.313000807964
0,239.49,-39.10940810061303
0,239.52,-38.89232164719007
0,239.55,-38.66198212818418
0,239.58,-38.41862684213672
0,239.61,-38.1624897549389
0,239.64,-37.8938015484275
0,239.67,-37.612789668281685
0,239.7,-37.31967837122557
0,239.73,-37.01468877154057
0,239.76,-36.69803888689294
0,239.79,-36.369943683481864
0,239.82,-36.03061512051398
0,239.85,-35.68026219401066
0,239.88,-35.31909097995482
0,239.91,-34.94730467678365
0,239.94,-34.56510364723492
0,239.97,-34.17268545955376
0,240.0,-33.77024492806767
0,240.03,-33.35797415313729
0,240.06,-32.9360625604908
0,240.09,-32.504696939949596
0,240.12,-32.064061483553665
0,240.15,-31.61433782309475
0,240.18,-31.155705067063145
0,240.21,-30.688339837022085
0,240.24,-30.212416303410272
0,240.27,-29.728106220786387
0,240.3,-29.23557896252135
0,240.33,-28.735001554946884
0,240.36,-28.226538710968907
0,240.39,-27.710352863153265
0,240.42,-27.186604196292052
0,240.45,-26.655450679458838
0,240.48,-26.117048097560204
0,240.51,-25.571550082392037
0,240.54,-25.01910814320776
0,240.57,-24.459871696807213
0,240.6,-23.89398809715244
0,240.63,-23.321602664519524
0,240.66,-22.74285871419275
0,240.69,-22.157897584709495
0,240.72,-21.56685866566206
0,240.75,-20.969879425064963
0,240.78,-20.367095436293916
0,240.81,-19.758640404604066
0,240.84,-19.144646193233715
0,240.87,-18.525242849101918
0,240.9,-17.90055862810551
0,240.93,-17.270720020019592
0,240.96,-16.635851773017684
0,240.99,-15.996076917804448
0,241.02,-15.351516791377495
0,241.05,-14.702291060421114
0,241.08,-14.048517744337797
0,241.11,-13.390313237924346
0,241.14,-12.727792333698362
0,241.17,-12.061068243881367
0,241.2,-11.390252622043107
0,241.23,-10.715455584415112
0,241.26,-10.036785730876208
0,241.29,-9.354350165618076
0,241.32,-8.668254517494667
0,241.35,-7.97860296006151
0,241.38,-7.285498231310106
0,241.41,-6.589041653102202
0,241.44,-5.889333150309817
0,241.47,-5.186471269664561
0,241.5,-4.480553198323356
0,241.53,-3.7716747821525343
0,241.56,-3.059930543738165
0,241.59,-2.3454137001243436
0,241.62,-1.6282161802863682
0,241.65,-0.908428642342185
0,241.68,-0.1861404905035502
0,241.71,0.0
0,241.74,0.0
0,241.77,0.0
0,241.8,0.0
0,241.83,0.0
0,241.86,0.0
0,241.89,0.0
0,241.92,0.0
0,241.95,0.0
0,241.98,0.0
0,242.01,0.0
0,242.04,0.0
0,242.07,0.0
0,242.1,0.0
0,242.13,0.0
0,242.16,0.0
0,242.19,0.0
0,242.22,0.0
0,242.25,0.0
0,242.28,0.0
0,242.31,0.0
0,242.34,0.0
0,242.37,0.0
0,242.4,0.0
0,242.43,0.0
0,242.46,0.0
0,242.49,0.0
0,242.52,0.0
0,242.55,0.0
0,242.58,0.0
0,242.61,0.0
0,242.64,0.0
0,242.67,0.0
0,242.7,0.0
0,242.73,0.0
0,242.76,0.0
0,242.79,0.0
0,242.82,0.0
0,242.85,0.0
0,242.88,0.0
0,242.91,0.0
0,242.94,0.0
0,242.97,0.0
0,243.0,0.0
0,243.03,0.0
0,243.06,0.0
0,243.09,0.0
0,243.12,0.0
0,243.15,0.0
0,243.18,0.0
0,243.21,0.0
0,243.24,0.0
0,243.27,0.0
0,243.3,0.0
0,243.33,0.0
0,243.36,0.0
0,243.39,0.0
0,243.42,0.0
0,243.45,0.0
0,243.48,0.0
0,243.51,0.0
0,243.54,0.0
0,243.57,0.0
0,243.6,0.0
0,243.63,0.0
0,243.66,0.0
0,243.69,0.0
0,243.72,0.0
0,243.75,0.0
0,243.78,0.0
0,243.81,0.0
0,243.84,0.0
0,243.87,0.0
0,243.9,0.0
0,243.93,0.0
0,243.96,0.0
0,243.99,0.0
0,244.02,0.0
0,244.05,0.0
0,244.08,0.0
0,244.11,0.0
0,244.14,0.0
0,244.17,0.0
0,244.2,0.0
0,244.23,0.0
0,244.26,0.0
0,244.29,0.0
0,244.32,0.0
0,244.35,0.0
0,244.38,0.0
0,244.41,0.0
0,244.44,0.0
0,244.47,0.0
0,244.5,0.0
0,244.53,0.0
0,244.56,0.0
0,244.59,0.0
0,244.62,0.0
0,244.65,0.0
0,244.68,0.0
0,244.71,0.0
0,244.74,0.0
0,244.77,0.0
0,244.8,0.0
0,244.83,0.0
0,244.86,0.0
0,244.89,0.0
0,244.92,0.0
0,244.95,0.0
0,244.98,0.0
0,245.01,0.0
0,245.04,0.0
0,245.07,0.0
0,245.1,0.0
0,245.13,0.0
0,245.16,0.0
0,245.19,0.0
0,245.22,0.0
0,245.25,0.0
0,245.28,0.0
0,245.31,0.0
0,245.34,0.0
0,245.37,0.0
0,245.4,0.0
0,245.43,0.0
0,245.46,0.0
0,245.49,0.0
0,245.52,0.0
0,245.55,0.0
0,245.58,0.0
0,245.61,0.0
0,245.64,0.0
0,245.67,0.0
0,245.7,0.0
0,245.73,0.0
0,245.76,0.0
0,245.79,0.0
0,245.82,0.0
0,245.85,0.0
0,245.88,0.0
0,245.91,0.0
0,245.94,0.0
0,245.97,0.0
0,246.0,0.0
0,246.03,0.0
0,246.06,0.0
0,246.09,0.0
0,246.12,0.0
0,246.15,0.0
0,246.18,0.0
0,246.21,0.0
0,246.24,0.0
0,246.27,0.0
0,246.3,0.0
0,246.33,0.0
0,246.36,0.0
0,246.39,0.0
0,246.42,0.0
0,246.45,0.0
0,246.48,0.0
0,246.51,0.0
0,246.54,0.0
0,246.57,0.0
0,246.6,0.0
0,246.63,0.0
0,246.66,0.0
0,246.69,0.0
0,246.72,0.0
0,246.75,0.0
0,246.78,0.0
0,246.81,0.0
0,246.84,0.0
0,246.87,0.0
0,246.9,0.0
0,246.93,0.0
0,246.96,0.0
0,246.99,0.0
0,247.02,0.0
0,247.05,0.0
0,247.08,0.0
0,247.11,0.0
0,247.14,0.0
0,247.17,0.0
0,247.2,0.0
0,247.23,0.0
0,247.26,0.0
0,247.29,0.0
0,247.32,0.0
0,247.35,0.0
0,247.38,0.0
0,247.41,0.0
0,247.44,0.0
0,247.47,0.0
0,247.5,0.0
0,247.53,0.0
0,247.56,0.0
0,247.59,0.0
0,247.62,0.0
0,247.65,0.0
0,247.68,0.0
0,247.71,0.0
0,247.74,0.0
0,247.77,0.0
0,247.8,0.0
0,247.83,0.0
0,247.86,0.0
0,247.89,0.0
0,247.92,0.0
0,247.95,0.0
0,247.98,0.0
0,248.01,0.0
0,248.04,0.0
0,248.07,0.0
0,248.1,0.0
0,248.13,0.0
0,248.16,0.0
0,248.19,0.0
0,248.22,0.0
0,248.25,0.0
0,248.28,0.0
0,248.31,0.0
0,248.34,0.0
0,248.37,0.0
0,248.4,0.0
0,248.43,0.0
0,248.46,0.0
0,248.49,0.0
0,248.52,0.0
0,248.55,0.0
0,248.58,0.0
0,248.61,0.0
0,248.64,0.0
0,248.67,0.0
0,248.7,0.0
0,248.73,0.0
0,248.76,0.0
0,248.79,0.0
0,248.82,0.0
0,248.85,0.0
0,248.88,0.0
0,248.91,0.0
0,248.94,0.0
0,248.97,0.0
0,249.0,0.0
0,249.03,0.0
0,249.06,0.0
0,249.09,0.0
0,249.12,0.0
0,249.15,0.0
0,249.18,0.0
0,249.21,0.0
0,249.24,0.0
0,249.27,0.0
0,249.3,0.0
0,249.33,0.0
0,249.36,0.0
0,249.39,0.0
0,249.42,0.0
0,249.45,0.0
0,249.48,0.0
0,249.51,0.0
0,249.54,0.0
0,249.57,0.0
0,249.6,0.0
0,249.63,0.0
0,249.66,0.0
0,249.69,0.0
0,249.72,0.0
0,249.75,0.0
0,249.78,0.0
0,249.81,0.0
0,249.84,0.0
0,249.87,0.0
0,249.9,0.0
0,249.93,0.0
0,249.96,0.0
0,249.99,0.0
0,250.02,0.0
0,250.05,0.0
0,250.08,0.0
0,250.11,0.0
0,250.14,0.0
0,250.17,0.0
0,250.2,0.0
0,250.23,0.0
0,250.26,0.0
0,250.29,0.0
0,250.32,0.0
0,250.35,0.0
0,250.38,0.0
0,250.41,0.0
0,250.44,0.0
0,250.47,0.0
0,250.5,0.0
0,250.53,0.0
0,250.56,0.0
0,250.59,0.0
0,250.62,0.0
0,250.65,0.0
0,250.68,0.0
0,250.71,0.0
0,250.74,0.0
0,250.77,0.0
0,250.8,0.0
0,250.83,0.0
0,250.86,0.0
0,250.89,0.0
0,250.92,0.0
0,250.95,0.0
0,250.98,0.0
0,251.01,0.0
0,251.04,0.0
0,251.07,0.0
0,251.1,0.0
0,251.13,0.0
0,251.16,0.0
0,251.19,0.0
0,251.22,0.0
0,251.25,0.0
0,251.28,0.0
0,251.31,0.0
0,251.34,0.0
0,251.37,0.0
0,251.4,0.0
0,251.43,0.0
0,251.46,0.0
0,251.49,0.0
0,251.52,0.0
0,251.55,0.0
0,251.58,0.0
0,251.61,0.0
0,251.64,0.0
0,251.67,0.0
0,251.7,0.0
0,251.73,0.0
0,251.76,0.0
0,251.79,0.0
0,251.82,0.0
0,251.85,0.0
0,251.88,0.0
0,251.91,0.0
0,251.94,0.0
0,251.97,0.0
0,252.0,0.0
0,252.03,0.0
0,252.06,0.0
0,252.09,0.0
0,252.12,0.0
0,252.15,0.0
0,252.18,0.0
0,252.21,0.0
0,252.24,0.0
0,252.27,0.0
0,252.3,0.0
0,252.33,0.0
0,252.36,0.0
0,252.39,0.0
0,252.42,0.0
0,252.45,0.0
0,252.48,0.0
0,252.51,0.0
0,252.54,0.0
0,252.57,0.0
0,252.6,0.0
0,252.63,0.0
0,252.66,0.0
0,252.69,0.0
0,252.72,0.0
0,252.75,0.0
0,252.78,0.0
0,252.81,0.0
0,252.84,0.0
0,252.87,0.0
0,252.9,0.0
0,252.93,0.0
0,252.96,0.0
0,252.99,0.0
0,253.02,0.0
0,253.05,0.0
0,253.08,0.0
0,253.11,0.0
0,253.14,0.0
0,253.17,0.0
0,253.2,0.0
0,253.23,0.0
0,253.26,0.0
0,253.29,0.0
0,253.32,0.0
0,253.35,0.0
0,253.38,0.0
0,253.41,0.0
0,253.44,0.0
0,253.47,0.0
0,253.5,0.0
0,253.53,0.0
0,253.56,0.0
0,253.59,0.0
0,253.62,0.0
0,253.65,0.0
0,253.68,0.0
0,253.71,0.0
0,253.74,0.0
0,253.77,0.0
0,253.8,0.0
0,253.83,0.0
0,253.86,0.0
0,253.89,0.0
0,253.92,0.0
0,253.95,0.0
0,253.98,0.0
0,254.01,0.0
0,254.04,0.0
0,254.07,0.0
0,254.1,0.0
0,254.13,0.0
0,254.16,0.0
0,254.19,0.0
0,254.22,0.0
0,254.25,0.0
0,254.28,0.0
0,254.31,0.0
0,254.34,0.0
0,254.37,0.0
0,254.4,0.0
0,254.43,0.0
0,254.46,0.0
0,254.49,0.0
0,254.52,0.0
0,254.55,0.0
0,254.58,0.0
0,254.61,0.0
0,254.64,0.0
0,254.67,0.0
0,254.7,0.0
0,254.73,0.0
0,254.76,0.0
0,254.79,0.0
0,254.82,0.0
0,254.85,0.0
0,254.88,0.0
0,254.91,0.0
0,254.94,0.0
0,254.97,0.0
0,255.0,0.0
0,255.03,0.0
0,255.06,0.0
0,255.09,0.0
0,255.12,0.0
0,255.15,0.0
0,255.18,0.0
0,255.21,0.0
0,255.24,0.0
0,255.27,0.0
0,255.3,0.0
0,255.33,0.0
0,255.36,0.0
0,255.39,0.0
0,255.42,0.0
0,255.45,0.0
0,255.48,0.0
0,255.51,0.0
0,255.54,0.0
0,255.57,0.0
0,255.6,0.0
0,255.63,0.0
0,255.66,0.0
0,255.69,0.0
0,255.72,0.0
0,255.75,0.0
0,255.78,0.0
0,255.81,0.0
0,255.84,0.0
0,255.87,0.0
0,255.9,0.0
0,255.93,0.0
0,255.96,0.0
0,255.99,0.0
0,256.02,0.0
0,256.05,0.0
0,256.08,0.0
0,256.11,0.0
0,256.14,0.0
0,256.17,0.0
0,256.2,0.0
0,256.23,0.0
0,256.26,0.0
0,256.29,0.0
0,256.32,0.0
0,256.35,0.0
0,256.38,0.0
0,256.41,0.0
0,256.44,0.0
0,256.47,0.0
0,256.5,0.0
0,256.53,0.0
0,256.56,0.0
0,256.59,0.0
0,256.62,0.0
0,256.65,0.0
0,256.68,0.0
0,256.71,0.0
0,256.74,0.0
0,256.77,0.0
0,256.8,0.0
0,256.83,0.0
0,256.86,0.0
0,256.89,0.0
0,256.92,0.0
0,256.95,0.0
0,256.98,0.0
0,257.01,0.0
0,257.04,0.0
0,257.07,0.0
0,257.1,0.0
0,257.13,0.0
0,257.16,0.0
0,257.19,0.0
0,257.22,0.0
0,257.25,0.0
0,257.28,0.0
0,257.31,0.0
0,257.34,0.0
0,257.37,0.0
0,257.4,0.0
0,257.43,0.0
0,257.46,0.0
0,257.49,0.0
0,257.52,0.0
0,257.55,0.0
0,257.58,0.0
0,257.61,0.0
0,257.64,0.0
0,257.67,0.0
0,257.7,0.0
0,257.73,0.0
0,257.76,0.0
0,257.79,0.0
0,257.82,0.0
0,257.85,0.0
0,257.88,0.0
0,257.91,0.0
0,257.94,0.0
0,257.97,0.0
0,258.0,0.0
0,258.03,0.0
0,258.06,0.0
0,258.09,0.0
0,258.12,0.0
0,258.15,0.0
0,258.18,0.0
0,258.21,0.0
0,258.24,0.0
0,258.27,0.0
0,258.3,0.0
0,258.33,0.0
0,258.36,0.0
0,258.39,0.0
0,258.42,0.0
0,258.45,0.0
0,258.48,0.0
0,258.51,0.0
0,258.54,0.0
0,258.57,0.0
0,258.6,0.0
0,258.63,0.0
0,258.66,0.0
0,258.69,0.0
0,258.72,0.0
0,258.75,0.0
0,258.78,0.0
0,258.81,0.0
0,258.84,0.0
0,258.87,0.0
0,258.9,0.0
0,258.93,0.0
0,258.96,0.0
0,258.99,0.0
0,259.02,0.0
0,259.05,0.0
0,259.08,0.0
0,259.11,0.0
0,259.14,0.0
0,259.17,0.0
0,259.2,0.0
0,259.23,0.0
0,259.26,0.0
0,259.29,0.0
0,259.32,0.0
0,259.35,0.0
0,259.38,0.0
0,259.41,0.0
0,259.44,0.0
0,259.47,0.0
0,259.5,0.0
0,259.53,0.0
0,259.56,0.0
0,259.59,0.0
0,259.62,0.0
0,259.65,0.0
0,259.68,0.0
0,259.71,0.0
0,259.74,0.0
0,259.77,0.0
0,259.8,0.0
0,259.83,0.0
0,259.86,0.0
0,259.89,0.0
0,259.92,0.0
0,259.95,0.0
0,259.98,0.0
0,260.01,0.0
0,260.04,0.0
0,260.07,0.0
0,260.1,0.0
0,260.13,0.0
0,260.16,0.0
0,260.19,0.0
0,260.22,0.0
0,260.25,0.0
0,260.28,0.0
0,260.31,0.0
0,260.34,0.0
0,260.37,0.0
0,260.4,0.0
0,260.43,0.0
0,260.46,0.0
0,260.49,0.0
0,260.52,0.0
0,260.55,0.0
0,260.58,0.0
0,260.61,0.0
0,260.64,0.0
0,260.67,0.0
0,260.7,0.0
0,260.73,0.0
0,260.76,0.0
0,260.79,0.0
0,260.82,0.0
0,260.85,0.0
0,260.88,0.0
0,260.91,0.0
0,260.94,0.0
0,260.97,0.0
0,261.0,0.0
0,261.03,0.0
0,261.06,0.0
0,261.09,0.0
0,261.12,0.0
0,261.15,0.0
0,261.18,0.0
0,261.21,0.0
0,261.24,0.0
0,261.27,0.0
0,261.3,0.0
0,261.33,0.0
0,261.36,0.0
0,261.39,0.0
0,261.42,0.0
0,261.45,0.0
0,261.48,0.0
0,261.51,0.0
0,261.54,0.0
0,261.57,0.0
0,261.6,0.0
0,261.63,0.0
0,261.66,0.0
0,261.69,0.0
0,261.72,0.0
0,261.75,0.0
0,261.78,0.0
0,261.81,0.0
0,261.84,0.0
0,261.87,0.0
0,261.9,0.0
0,261.93,0.0
0,261.96,0.0
0,261.99,0.0
0,262.02,0.0
0,262.05,0.0
0,262.08,0.0
0,262.11,0.0
0,262.14,0.0
0,262.17,0.0
0,262.2,0.0
0,262.23,0.0
0,262.26,0.0
0,262.29,0.0
0,262.32,0.0
0,262.35,0.0
0,262.38,0.0
0,262.41,0.0
0,262.44,0.0
0,262.47,0.0
0,262.5,0.0
0,262.53,0.0
0,262.56,0.0
0,262.59,0.0
0,262.62,0.0
0,262.65,0.0
0,262.68,0.0
0,262.71,0.0
0,262.74,0.0
0,262.77,0.0
0,262.8,0.0
0,262.83,0.0
0,262.86,0.0
0,262.89,0.0
0,262.92,0.0
0,262.95,0.0
0,262.98,0.0
0,263.01,0.0
0,263.04,0.0
0,263.07,0.0
0,263.1,0.0
0,263.13,0.0
0,263.16,0.0
0,263.19,0.0
0,263.22,0.0
0,263.25,0.0
0,263.28,0.0
0,263.31,0.0
0,263.34,0.0
0,263.37,0.0
0,263.4,0.0
0,263.43,0.0
0,263.46,0.0
0,263.49,0.0
0,263.52,0.0
0,263.55,0.0
0,263.58,0.0
0,263.61,0.0
0,263.64,0.0
0,263.67,0.0
0,263.7,0.0
0,263.73,0.0
0,263.76,0.0
0,263.79,0.0
0,263.82,0.0
0,263.85,0.0
0,263.88,0.0
0,263.91,0.0
0,263.94,0.0
0,263.97,0.0
0,264.0,0.0
0,264.03,0.0
0,264.06,0.0
0,264.09,0.0
0,264.12,0.0
0,264.15,0.0
0,264.18,0.0
0,264.21,0.0
0,264.24,0.0
0,264.27,0.0
0,264.3,0.0
0,264.33,0.0
0,264.36,0.0
0,264.39,0.0
0,264.42,0.0
0,264.45,0.0
0,264.48,0.0
0,264.51,0.0
0,264.54,0.0
0,264.57,0.0
0,264.6,0.0
0,264.63,0.0
0,264.66,0.0
0,264.69,0.0
0,264.72,0.0
0,264.75,0.0
0,264.78,0.0
0,264.81,0.0
0,264.84,0.0
0,264.87,0.0
0,264.9,0.0
0,264.93,0.0
0,264.96,0.0
0,264.99,0.0
0,265.02,0.0
0,265.05,0.0
0,265.08,0.0
0,265.11,0.0
0,265.14,0.0
0,265.17,0.0
0,265.2,0.0
0,265.23,0.0
0,265.26,0.0
0,265.29,0.0
0,265.32,0.0
0,265.35,0.0
0,265.38,0.0
0,265.41,0.0
0,265.44,0.0
0,265.47,0.0
0,265.5,0.0
0,265.53,0.0
0,265.56,0.0
0,265.59,0.0
0,265.62,0.0
0,265.65,0.0
0,265.68,0.0
0,265.71,0.0
0,265.74,0.0
0,265.77,0.0
0,265.8,0.0
0,265.83,0.0
0,265.86,0.0
0,265.89,0.0
0,265.92,0.0
0,265.95,0.0
0,265.98,0.0
0,266.01,0.0
0,266.04,0.0
0,266.07,0.0
0,266.1,0.0
0,266.13,0.0
0,266.16,0.0
0,266.19,0.0
0,266.22,0.0
0,266.25,0.0
0,266.28,0.0
0,266.31,0.0
0,266.34,0.0
0,266.37,0.0
0,266.4,0.0
0,266.43,0.0
0,266.46,0.0
0,266.49,0.0
0,266.52,0.0
0,266.55,0.0
0,266.58,0.0
0,266.61,0.0
0,266.64,0.0
0,266.67,0.0
0,266.7,0.0
0,266.73,0.0
0,266.76,0.0
0,266.79,0.0
0,266.82,0.0
0,266.85,0.0
0,266.88,0.0
0,266.91,0.0
0,266.94,0.0
0,266.97,0.0
0,267.0,0.0
0,267.03,0.0
0,267.06,0.0
0,267.09,0.0
0,267.12,0.0
0,267.15,0.0
0,267.18,0.0
0,267.21,0.0
0,267.24,0.0
0,267.27,0.0
0,267.3,0.0
0,267.33,0.0
0,267.36,0.0
0,267.39,0.0
0,267.42,0.0
0,267.45,0.0
0,267.48,0.0
0,267.51,0.0
0,267.54,0.0
0,267.57,0.0
0,267.6,0.0
0,267.63,0.0
0,267.66,0.0
0,267.69,0.0
0,267.72,0.0
0,267.75,0.0
0,267.78,0.0
0,267.81,0.0
0,267.84,0.0
0,267.87,0.0
0,267.9,0.0
0,267.93,0.0
0,267.96,0.0
0,267.99,0.0
0,268.02,0.0
0,268.05,0.0
0,268.08,0.0
0,268.11,0.0
0,268.14,0.0
0,268.17,0.0
0,268.2,0.0
0,268.23,0.0
0,268.26,0.0
0,268.29,0.0
0,268.32,0.0
0,268.35,0.0
0,268.38,0.0
0,268.41,0.0
0,268.44,0.0
0,268.47,0.0
0,268.5,0.0
0,268.53,0.0
0,268.56,0.0
0,268.59,0.0
0,268.62,0.0
0,268.65,0.0
0,268.68,0.0
0,268.71,0.0
0,268.74,0.0
0,268.77,0.0
0,268.8,0.0
0,268.83,0.0
0,268.86,0.0
0,268.89,0.0
0,268.92,0.0
0,268.95,0.0
0,268.98,0.0
0,269.01,0.0
0,269.04,0.0
0,269.07,0.0
0,269.1,0.0
0,269.13,0.0
0,269.16,0.0
0,269.19,0.0
0,269.22,0.0
0,269.25,0.0
0,269.28,0.0
0,269.31,0.0
0,269.34,0.0
0,269.37,0.0
0,269.4,0.0
0,269.43,0.0
0,269.46,0.0
0,269.49,0.0
0,269.52,0.0
0,269.55,0.0
0,269.58,0.0
0,269.61,0.0
0,269.64,0.0
0,269.67,0.0
0,269.7,0.0
0,269.73,0.0
0,269.76,0.0
0,269.79,0.0
0,269.82,0.0
